ID,DF0_1,DF6_1,DF0_2,DF6_2,DF0_3,DF6_3,DFM4_1,DFM4_2,DFM4_3,padj,log2FoldChange,pvalue,foldChange,log10padj
Adgre1,235.631803894781,53.7466426035318,206.08108327493,80.2380124863682,113.457666100013,104.77749416598,38.7183494270472,77.1281418116232,17.066487136997,0.0154795503091358,-1.57784008505174,0.00450660542546822,0.33498302960757,1.8102416600031
Adgre5,3937.84675661447,1412.62402163622,3581.0321571977,1364.04621226826,4061.58539784346,1499.81498791875,687.002507782478,492.058018646305,871.394754994907,7.3084967553719e-05,-1.95113973311546,1.10144910642321e-05,0.25861184615726,4.13617194150766
Adgrg1,95.8502253131312,120.676423958873,82.6315454677255,124.368919353871,80.6146574921148,116.752064927807,327.616802844245,191.35589614023,353.376674836644,1.5186997698026e-08,1.4905029618271,1.10941205930736e-09,2.80986917579901,7.81852807288201
Adgrg3,6.98907892908248,9.12678836663748,7.96448631014222,9.02677640471642,14.9286402763176,13.970332555464,20.8483419991793,34.1706957393267,22.0860421772903,0.00774991401918351,1.31487016308095,0.00202457576282221,2.48779940429196,2.11070311571321
Adhfe1,4.99219923505891,13.1831387518097,6.96892552137444,15.044627341194,4.97621342543919,9.97880896818859,33.7544584748617,33.1943901467745,41.1603513304046,3.30564244781022e-05,1.97224406584927,4.62893963808894e-06,3.9237797595808,4.48074412334193
Adk,104.836183936237,89.2397084737887,67.6981336362089,101.30049076404,106.490967304399,101.783851475524,233.30287475272,201.118952065752,189.739180523084,2.99292593348143e-08,1.12755684242292,2.29228930508833e-09,2.18488423673898,7.5239040305966
Adm,47.9251126565656,59.8311681812901,50.7736002271567,58.172559052617,1.99048537017567,13.970332555464,528.157997312541,253.83945406357,452.76386463445,9.9726305510598e-05,3.40802985733147,1.55507135194375e-05,10.6149808051061,4.00119026966001
Adora2a,120.811221488426,170.366716177233,130.418463328579,142.422472163304,84.5956282324662,126.730873895995,396.118497984406,525.25240879308,375.462717013934,3.79535724247179e-14,1.74243250963538,1.19857876504223e-15,3.34598855270151,13.4207473393648
Adrb2,682.93285535606,490.818396605838,603.309837993273,436.294192894627,617.050464754459,462.018855227132,57.5811350453522,105.441003995637,157.614028265208,1.82176113898987e-12,-2.36046866545053,7.15560258571543e-14,0.194727876483171,11.7395085663416
Adsl,571.10759249074,548.621389594542,425.104456803841,443.315018987184,399.092316720223,403.143882314819,907.399266059516,1067.10201265955,872.398666002965,5.13523455765326e-09,1.02904558168053,3.4598484123546e-10,2.04067379218595,8.28943971472142
Adss,568.112272949705,689.579565479276,675.985775573321,759.252193152259,576.245514665858,681.552652527281,1373.01223737452,1442.97966579214,1493.81957999127,1.49804354186123e-17,1.12553667048852,2.97992477983185e-19,2.18182693576237,16.8244755633286
Aebp1,5.9906390820707,1.01408759629305,2.98668236630333,3.00892546823881,0,3.99152358727544,23.8266765704906,22.4550286287004,27.1055972175835,3.26895370563456e-06,3.10955368814494,3.70136082088876e-07,8.63115534645084,5.48559122978054
Aebp2,735.850167247684,840.678617326941,867.133447016734,940.790696402667,762.355896777283,814.270811804189,2011.36861382558,1971.16099136288,2284.90145434148,3.01221790411426e-28,1.33720712909698,1.38796284635519e-30,2.52661724649006,27.521113614433
Aen,399.375938804713,375.21241062843,252.872440347016,350.038329471781,330.420571449162,324.311291466129,962.002066533557,822.049308928946,839.26960273703,2.18157565487235e-16,1.36838873499453,5.0138482964868e-18,2.58182056019705,15.6612297215156
Aes,3242.93262309427,1521.13139443958,1223.5442093956,931.763919997951,1174.38636840365,1068.730440493,394.132941603532,444.219044611248,713.780726729699,0.000729395756198407,-1.56153091713278,0.000140542708923597,0.338791382269636,3.13703676784562
Aff3,2620.90459840593,2383.10585128868,2993.65129182471,2316.87261054388,3008.61863702053,2602.47337890359,1012.63375424585,785.926002004515,989.856253945827,1.32821082737072e-20,-1.51392860969567,1.709149693571e-22,0.350156406928596,19.8767329837808
Agap2,1402.80798505156,1101.29912957426,804.413117324364,851.525907511583,664.822113638675,895.099164446517,357.400148557359,335.849123837954,448.748220602216,1.79965835548549e-06,-1.32452024747908,1.94669719842075e-07,0.399281947966536,5.74480993290231
Agbl2,0.998439847011783,1.01408759629305,0.995560788767778,3.00892546823881,3.98097074035135,0,7.94222552349686,25.383945406357,4.01564403223459,0.00736728573571695,2.90177517123621,0.00190680156545036,7.47345402554226,2.13269248596992
Ager,35.9438344924242,72.0002193368068,24.8890197191944,49.1457826479005,39.8097074035135,59.8728538091316,14.8916728565566,20.502417443596,15.0586651208797,0.00171655293963455,-1.4797500631773,0.000367309147793232,0.358550923062636,2.76534279810096
Agfg1,1043.36964012731,1051.6088373559,1421.66080636039,1219.6177897928,974.342588700993,1017.83851475524,2376.71098790643,1991.66340880647,2758.74745014516,6.92833400235419e-10,1.08300818738536,4.08915586840062e-11,2.11844869166359,9.15937118394064
Ago4,184.71137169718,295.099490521278,305.637162151708,323.960975413712,263.739311548277,265.436318553817,75.4511424732202,60.5309467382359,69.2698595560467,4.25106290192094e-16,-1.99722586353908,1.0223954383132e-17,0.250481183698756,15.3715024688379
Agpat5,119.812781641414,140.958175884734,129.422902539811,169.502801377453,142.319703967561,151.677896316467,307.761239035503,262.62620439654,329.282810643237,5.28502707966283e-10,1.07553156234663,3.04105851291006e-11,2.10749843865905,9.27695278309298
Agrn,287.550675939393,220.057008395593,129.422902539811,255.758664800299,174.167469890372,345.266790299325,723.735300828651,1170.59040547008,530.065012254966,1.97069599207215e-07,1.7797310610453,1.76959552446128e-08,3.43362160999363,6.70538036666357
Ahdc1,1751.26349165867,941.073289359953,962.707282738441,1017.01680826472,976.333074071168,1026.81944282661,232.310096562283,297.773205728419,306.192857457888,1.74242636021656e-13,-1.99676980509076,5.99216078024575e-15,0.250560377231845,12.7588455673346
Ahnak,2731.73142142424,2344.57052262954,6486.07853882207,2534.51821941316,6077.94707783142,2971.68931072656,1122.83213338437,544.778520644123,750.925434027869,9.02854449356494e-07,-2.2586145698417,9.23858143559325e-08,0.208972561346933,6.04438225736787
Ahnak2,0.998439847011783,5.07043798146527,4.97780394383889,7.02082609255722,0,5.98728538091316,34.7472366652988,29.2891677765658,36.1407962901113,1.25942843323404e-06,3.05917857828668,1.32269709019691e-07,8.33497908056014,5.8998265061608
Ahr,267.581878999158,306.254454080502,319.575013194457,304.904447448199,5.97145611052702,30.9343078013846,2920.75343626597,2220.11891746369,2811.95473357227,0.000752183439186014,3.68671092191557,0.000145482996048452,12.876877756305,3.12367623266489
Aif1,43.9313532685184,11.1549635592236,19.9112157753556,11.0327267168756,49.7621342543919,11.9745707618263,0,3.90522237020877,5.01955504029324,0.00204117814113882,-3.05017271464198,0.000445948562190815,0.120727587146069,2.69011909114993
Aif1l,0,0,0,0,0,0,32.7616802844245,41.9811404797443,35.1368852820527,1.06502151385973e-18,7.63667388712171,1.79538353651336e-20,199.006795764979,17.9726416192147
Aim1,627.0202239234,451.268980350409,792.466387859151,514.526255068836,846.95152500975,803.294121939182,173.736183326494,115.204059921159,187.731358506967,3.53793545634662e-12,-2.08203993808684,1.44531303481906e-13,0.236180221988262,11.4512500943229
Airn,7.98751877609426,10.1408759629305,5.97336473260667,9.02677640471642,5.97145611052702,0.99788089681886,56.5883568549151,46.8626684425052,77.3011476205159,1.2409102708522e-11,3.17339876293269,5.44589189444577e-13,9.02169656215932,10.9062596208241
Ak3,300.530393950547,193.690730891973,303.646040574172,230.684285898309,349.330182465831,202.569822054228,95.3067062819623,79.0807529967276,105.410655846158,7.09723580305703e-08,-1.49832507741698,5.83858912995926e-09,0.35396409307876,7.1489107652565
